userName,screenName,userID,userLocation,user_descrip,user_url,followers,friends,user_ctime,source,post_time,tweet_id,tweet_text,favorite_count,retweet_count
Jasmyne | Business Consultant,BigMamaJass,236007838,"Atlanta, GA",Stop rebranding & restructure the foundation | Business Foundation Specialist | #TomlinSimplifiedSolutions | JSU Alumna | STL,,1944,1260,2011-01-09 15:54:36+00:00,Twitter for iPhone,2022-09-26 23:57:58+00:00,1574548867034615808,"RT @GAFollowers: Heads up, Hurricane Ian will impact North Georgia later this week. ☔️🌪️ https://t.co/H77yBJ7i8R",0,169
John Frost,JohnFrost,2008761,"Orlando, FL","Digital Marketing and Content Strategist. Blogger, writer, theme park lover. Links/RTs ≠ endorsements",https://t.co/bt7P09lfH5,2531,2529,2007-03-23 13:06:57+00:00,Twitter Web App,2022-09-26 23:57:57+00:00,1574548865360855040,"RT @TheDisneyBlog: Hurricane Ian has already caused closures and operational changes at Walt Disney World. Here's what we know so far:  
ht…",0,3
MaryJane54,Maryjan70385108,1519334691320569859,Hell,"Life long Democrat.🌊 💙🌊💉💉💉💉Black Lives Matter! LGBTQIA lives matter!
WE WILL WIN THE MIDTERMS! RETRUMPLICANS SUCK.🇺🇲🇺🇦💙🌊",,2663,3755,2022-04-27 15:16:45+00:00,Twitter for Android,2022-09-26 23:57:57+00:00,1574548864715087872,RT @7Veritas4: Hurricane Ian is projected to be the worst disaster to hit Florida since its current governor.,0,1645
Dave's not here 🧅,Daves_n0t_here,288945243,Chicago,"Artist, musician, writer, & part-time mad scientist living in wonderful Chicago. Autodidact, unabashed liberal, sober af since 1/6/2016.",,2995,4996,2011-04-27 18:44:41+00:00,Twitter for Android,2022-09-26 23:57:57+00:00,1574548864715063309,RT @NoUseForTrump: Isn't it interesting that Joe Biden immediately granted Florida's request for emergency funds for Hurricane Ian without…,0,4034
Jacob Winstead,jacobwinstead56,838574610220109824,"Salem, OR",PO’s are people too / E&H ‘24,https://t.co/GNDb0qW24m,140,467,2017-03-06 02:19:01+00:00,Twitter for iPhone,2022-09-26 23:57:56+00:00,1574548860093222912,RT @brndxix: they named the hurricane “ian” and expect me to take it seriously,0,318
Davo,G8sthn,500451524,"Perth, WA",an unstable non-genius interested in the planet and the madness people on it do to themselves,https://t.co/Ev2W9K6I1v,915,850,2012-02-23 04:36:24+00:00,Twitter for iPhone,2022-09-26 23:57:56+00:00,1574548857824088064,"RT @StephenKing: They can knock an asteroid off course, but not Hurricane Ian. Boo.",0,1903
nell,NoNonsenseNell,248468429,,,,134,105,2011-02-07 02:09:02+00:00,Twitter for iPhone,2022-09-26 23:57:54+00:00,1574548853101309952,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Jennifer,Jennife80131033,1267928184286306304,"New York, USA",,,90,498,2020-06-02 21:17:07+00:00,Twitter for iPhone,2022-09-26 23:57:53+00:00,1574548847216697344,RT @NotHoodlum: JUST IN: Trump used his Sharpie to move Hurricane Ian away from Mar-a-Lago.,0,890
May Always,roraimay1,801544224508440576,"Orlando, FL","MUJER, MADRE, DOCENTE, APRENDIZ E INVESTIGADORA, AMADA AMANTE, Y DEL CONOCIMIENTO Y LA EVOLUCIÓN! @roraimay",https://t.co/JufhqVcwFD,932,1770,2016-11-23 21:53:29+00:00,Twitter for Android,2022-09-26 23:57:52+00:00,1574548844368609280,"RT @ABC: The International Space Station flew over Hurricane Ian as the intensifying storm approaches the western tip of Cuba.

Ian is on a…",0,61
@linda,Lindaforfamily,758894524974235649,,GOP will never tell my daughters what they can and can’t do! -RN-   France and Italy are my other homes💕,,258,627,2016-07-29 05:18:49+00:00,Twitter for iPhone,2022-09-26 23:57:52+00:00,1574548842560729088,RT @tomaskenn: Hurricane Ian hasn't fully passed over Cuba and Miami is already overwhelmed by the rainfall and there is flooding all over…,0,438
Don Shahan,TheDonShahan,2370676723,"Miami, FL","Host of the ""@onwithshahan"" Podcast",https://t.co/RmZ2aWAGGF,1271,675,2014-03-03 16:44:34+00:00,Twitter for iPhone,2022-09-26 23:57:52+00:00,1574548841700810752,"Hurricane Ian and Crypto's ""Cone of Uncertainty"" 

You can now watch the recording of Monday Night’s Crypto Livestream 

https://t.co/PC0YGdks0x

#ethereum #bitcoin #HurricaneIan https://t.co/YXCelMDVwX",3,2
SBLive Sports,SBLiveSports,2817698712,United States,Your Home for High School Sports 😤 Member of the @SINow Media Group 🤝 DM us for recruiting edits 📲,https://t.co/HdJw1PTShV,7224,762,2014-09-18 19:45:32+00:00,TweetDeck,2022-09-26 23:57:51+00:00,1574548839503364097,RT @SBLiveSC: Hurricane Ian forces some scheduling reshuffling in South https://t.co/7x3OgxjHzC,0,1
abhay kumar,jeguru1,713523037560111105,,,https://t.co/HjCETssrr7,421,442,2016-03-26 00:28:43+00:00,WordPress.com,2022-09-26 23:57:51+00:00,1574548839092166656,Miami Prepares for Potential Flooding Ahead of Hurricane Ian https://t.co/hKy62k0g4a,0,0
jane Doe,caringanimal,812508778595696640,La-la Land,"American by choice. Mother of two humans, two cats & two dogs. MBA. English is my 2nd language, so don’t follow me if you’re a member of the grammar police.",,1581,4154,2016-12-24 04:02:43+00:00,Twitter for iPhone,2022-09-26 23:57:51+00:00,1574548837057822733,"RT @LangurLover: Thinking of all my FL friends, their pets and the wildlife as Hurricane Ian approaches. Stay safe!",0,1
Purple Dragonfly 💜,Purple_Dream80,182750617,,Just a concerned member of society who wants to help inform others of what's actually happening.,,516,893,2010-08-25 09:15:21+00:00,Twitter for Android,2022-09-26 23:57:49+00:00,1574548832238850048,"RT @JimmyPatronis: Remember, following the impacts of Hurricane #Ian, fraudsters will be working overtime. Don’t let a bad actor come betwe…",0,54
George B,GBRapier,244956385,,,,259,778,2011-01-30 14:45:57+00:00,Twitter for iPhone,2022-09-26 23:57:49+00:00,1574548830342742018,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Elmo Klusant,rr9281,107772974,"West Kelowna, British Columbia",I block trumpers,,496,136,2010-01-23 17:45:48+00:00,Twitter for iPhone,2022-09-26 23:57:48+00:00,1574548825054007296,RT @HuffPost: The National Hurricane Center said Floridians should have hurricane plans in place and advised residents to monitor updates o…,0,20
4StateNews,4StateNews,1120494026657030144,Heartland of America,"Middle of America Middle of the Road.  News of interest from the region, the country, the world and the internet!",https://t.co/cXSwJTGLTn,188,63,2019-04-23 01:06:08+00:00,4StateNews,2022-09-26 23:57:48+00:00,1574548824235728897,New post: Buccaneers seek alternative plans vs. Chiefs amid Hurricane Ian https://t.co/sOXmI9zC5c https://t.co/ujahSGuQCO,0,0
Randy S,RandyScarbro88,769181731387617282,"Houston, TX",,,231,335,2016-08-26 14:36:30+00:00,Twitter for iPhone,2022-09-26 23:57:47+00:00,1574548823757709312,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Sandra Eldredge,SandraEldredge1,1327120289440948224,,,,30,28,2020-11-13 05:25:19+00:00,Twitter for Android,2022-09-26 23:57:47+00:00,1574548820490330114,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
🌻ash is tired of bans on our bodies,ashtotheru,19948383,"Broward County, FL",she/her • #BansOffOurBodies • prev: @DardenRice • @BidenForFL • views mine,https://t.co/sGVhDHIze8,4366,5001,2009-02-03 02:12:32+00:00,Twitter for iPhone,2022-09-26 23:57:46+00:00,1574548817973739521,RT @tomaskenn: Hurricane Ian hasn't fully passed over Cuba and Miami is already overwhelmed by the rainfall and there is flooding all over…,0,438
Shannon,shanlmck,15837322,ATL,"Currently @pandoramusic + @siriusxm + @stitcher - formerly @adultswim. Proud alumna of @agnesscott. Dog mom, wine drinker, angry driver, opinion haver. she/her",,549,303,2008-08-13 14:39:38+00:00,Twitter Web App,2022-09-26 23:57:46+00:00,1574548817642672128,My Mom is giving full-on Floridian vibes by hunkering down for Hurricane Ian - despite this being the closest direct hit to my hometown (St. Pete/Clearwater area) since Charley in 2004.,3,0
TP,poonan01,321759660,"Sydney, NSW, Australia.","Social justice - detest racists, supports: minorities, disadvantaged, poor and needy, pensioners, ethnic communities, first people. No political affiliations..",,150,457,2011-06-22 02:46:54+00:00,Twitter Web App,2022-09-26 23:57:46+00:00,1574548817567182848,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Jackie Farrell,jack18431946,1455629109296566276,,,,44,117,2021-11-02 20:13:44+00:00,Twitter for iPad,2022-09-26 23:57:46+00:00,1574548816233172992,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Starr Hazard,starr_hazard,26145597,,,,348,3149,2009-03-24 01:31:50+00:00,Twitter for iPhone,2022-09-26 23:57:45+00:00,1574548812864987137,"RT @lorengrush: Bad News: NASA is rolling back the SLS ahead of Hurricane Ian, further delaying Artemis I
Good News: NASA will let out its…",0,894
Lu Martin,lambpie1st,1542632890953089025,,Nothing,,30,114,2022-06-30 22:15:57+00:00,Twitter Web App,2022-09-26 23:57:44+00:00,1574548810541326336,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Miranda 💫,FLsunshine4me2,807739708935696384,"Florida, USA","Mom of two nerdy boys/retired teacher/veteran US Army/ Tesla owner/❤️ 🚀 launches/RV traveler/scuba diver/learning to ""overland"". 
💑 @PhotonGrabber",,225,325,2016-12-11 00:12:08+00:00,Twitter for Android,2022-09-26 23:57:44+00:00,1574548810046373888,This tweet brought to you by @SpaceX Starlink from the Airport campground in @CanyonlandsNPS. Also keeping track of Hurricane Ian. 😳🌀 https://t.co/UbejnF9HS3,5,0
Jim McCasland ☮️,textifyer59,308750887,,"Neuroscience Prof. Emeritus, new focus on global issues, positive path, innovative solutions. #Climate #SDG, #HeForShe, Co-Founder #WomenRising w/@PH_D888",https://t.co/drYI1JdXdK,7284,7416,2011-05-31 23:08:35+00:00,Twitter for iPad,2022-09-26 23:57:43+00:00,1574548804623269897,"RT @LeaderBookFL: Hurricane Ian is rapidly intensifying and will likely be a major hurricane in just several hours. 

The time to prepare i…",0,60
Carlene,PatgJA912,704078300268859392,"Windsor, CT",,,1610,2942,2016-02-28 22:58:42+00:00,Twitter for iPhone,2022-09-26 23:57:43+00:00,1574548803692023808,RT @warrior19RN: ❤️Keeping everyone in the path of hurricane Ian in my prayers🙏please be safe❤️🙏❤️🙏❤️🙏❤️🙏❤️🙏❤️🙏❤️🙏❤️🙏❤️🙏❤️,0,18
Dave Peterson (He/Him) Ⓥ 🇨🇦,FedUpWithBadAir,1473485044018601984,Unceded W̱SÁNEĆ Territory,"Fed up with bad air. Tired of science deniers. #ClimateChange is real, #VaccinesWork, and there's #nosafelevel of #airpollution. He/him. #STOPBURNINGSTUFF! 🇨🇦",,1164,2168,2021-12-22 02:46:31+00:00,Twitter Web App,2022-09-26 23:57:42+00:00,1574548802727727104,"RT @CleanAirMoms: A ‘Nightmare’ for Forecasters: Here’s Why Hurricanes Are Getting Stronger, Faster https://t.co/xn56fMjLBR",0,4
dean,dean34444084,1163470546589405184,,Pinoy,,31,675,2019-08-19 15:20:11+00:00,Twitter for iPhone,2022-09-26 23:57:42+00:00,1574548801485930507,RT @NotHoodlum: JUST IN: Trump used his Sharpie to move Hurricane Ian away from Mar-a-Lago.,0,890
Nicholas Caravaggio,niccara,26011235,"ÜT: 43.752871,-79.488844",,,535,2187,2009-03-23 14:33:21+00:00,Twitter for iPhone,2022-09-26 23:57:42+00:00,1574548799770558464,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Bacon & More 🇺🇸,BaconMore1,1126869664099971072,🇺🇸 🇺🇸 🇺🇸,"Check out ""Sir Knight of the Splendid Way"", a rich allegory of the Christian life in the style of ""Pilgrim's Progress.""",https://t.co/UO06IEXNxS,832,88,2019-05-10 15:20:38+00:00,Twitter Web App,2022-09-26 23:57:42+00:00,1574548799112249344,RT @yohiobaseball: .@TheLastRefuge2 Mandatory evacuation ordered for Tampa area as Hurricane Ian approaches https://t.co/mqWB6f6rSv,0,27
Chris Ellington,Chrispy0515,142902619,"Tampa Bay, Fl","Huge Bucs, Bolts, and Rays fan. I'm a native of Tampa Bay and a local photo artist.  I follow back those who follow me if you're a real account.",,1071,2356,2010-05-12 01:56:20+00:00,Twitter for Android,2022-09-26 23:57:41+00:00,1574548798655037440,"RT @Chrispy0515: Made out of cedarwood and bricks with hurricane windows, so hopefully Ian the wolf won't be able to blow my house down and…",0,1
matt wilder,wildercountry,1499963191,,,,60,118,2013-06-11 01:32:35+00:00,Twitter for iPhone,2022-09-26 23:57:41+00:00,1574548798398922764,@Fgbrisco Mr. Brisco will hurricane Ian have a dusty finish here in tampa? stay safe.,1,0
Bob King,BKingDC,234493276,"Washington, DC","Deputy managing editor at POLITICO, interested in energy, transportation, technology and cybersecurity. Pennsylvania native and displaced Floridian.",https://t.co/umEy3dJzwf,5407,1209,2011-01-05 20:06:05+00:00,TweetCaster for Android,2022-09-26 23:57:41+00:00,1574548797438701568,RT @B_resnick: This is wild. In 2009 the Tampa Bay Regional Planning Council mapped out its worst case hurricane. Now check out the forecas…,0,69
Stephen Whyno,SWhyno,30781324,"Washington, DC","AP Hockey Writer. Author of ""Odd Man In: Hockey's Emergency Goalies and the Wildest One-Day Job in Sports."" Co-host of ALZCAPS podcast. Wawa enthusiast.",https://t.co/Fa5zk1fvZC,25681,1584,2009-04-13 02:09:47+00:00,Twitter for iPhone,2022-09-26 23:57:41+00:00,1574548797124116480,RT @AP_NFL: The Tampa Bay Buccaneers will relocate football operations to the Miami area in preparation for next weekend’s game against the…,0,2
BLACK MAN THINKING,black_cooking,1256340072384860160,,,,294,419,2020-05-01 21:50:10+00:00,Twitter for Android,2022-09-26 23:57:41+00:00,1574548796234776576,RT @tomaskenn: Hurricane Ian hasn't fully passed over Cuba and Miami is already overwhelmed by the rainfall and there is flooding all over…,0,438
Reyy♥,matryxx_sai,1363523885094813696,Florida,"I dont do anything on here!
Mostly only have twitter to connect it to other game accounts, etc.
Also known as Matryx, April, or Sai",https://t.co/d2Gfoflf9C,5,58,2021-02-21 16:20:07+00:00,Twitter Web App,2022-09-26 23:57:41+00:00,1574548794905341952,"RT @KoloneHusky: Proof that even when a hurricane is coming, Floridians do not want #Dasani. 😂

#Ian https://t.co/WEXXbD94ff",0,318
peter summit,summit_peter,1381261997770223616,,,,7,25,2021-04-11 15:08:02+00:00,Twitter for iPhone,2022-09-26 23:57:39+00:00,1574548790064947200,"RT @OccupyDemocrats: If you’re proud of President Biden after he just did what Trump never would, putting politics aside and pledging all “…",0,308
Carole ❤️🌊🌊☮️,Ysastep,177719112,Sunny Florida,"Trust takes Years to Build, Seconds to Break, and Forever to Repair.",,5202,5671,2010-08-12 22:14:34+00:00,Twitter for iPad,2022-09-26 23:57:39+00:00,1574548787590475776,"RT @StephenKing: They can knock an asteroid off course, but not Hurricane Ian. Boo.",0,1903
Larry lummis,larry_lummis,975375484908392450,,"Wear A MASK!  So Simple
#TheResistance🌊
Never Forget JAN 6 #GetVaccinated
#StandWithUkrain🇺🇦#BlueCrew🌊
Here for Politics & Humor (Not a Hookup)",,2138,4169,2018-03-18 14:16:51+00:00,Twitter for Android,2022-09-26 23:57:38+00:00,1574548784561930240,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
CrisisActor-GeezerLevel,bming5,18530932,"Denver, colorado",#ForeverGrateful #bicultural #tapatía tuilingüe #humanista Educación arte #ESL #BLM✊🏾 #Bernie delegate Voted4Hill #Resist #AMLO,,7487,7576,2009-01-01 17:00:18+00:00,Twitter for iPhone,2022-09-26 23:57:35+00:00,1574548771655950336,"RT @StephenKing: They can knock an asteroid off course, but not Hurricane Ian. Boo.",0,1903
Jhon - USA,jfa2016FLA,75840484,Central Florida    USA,"Conservative Christian Ulster Scots guy who loves the USA, let's make a difference together! #CCOT #WATP #MAGA #CentralFlorida #Orlando #Jeep #Charlotte",,4680,3954,2009-09-20 18:08:19+00:00,Twitter for iPhone,2022-09-26 23:57:33+00:00,1574548764487917568,RT @Doc_Chimpanzee: Breaking: governor DeSantis has rerouted hurricane Ian to Martha’s Vineyard https://t.co/YVUBwhHGLe,0,2056
CynInLA,cyngee47,974095389073682432,,,,248,419,2018-03-15 01:30:13+00:00,Twitter for iPhone,2022-09-26 23:57:33+00:00,1574548764269871108,"RT @NikkiFriedFL: With Hurricane Ian fast approaching, it's imperative that Floridians prepare NOW to protect themselves and their families…",0,45
peter summit,summit_peter,1381261997770223616,,,,7,25,2021-04-11 15:08:02+00:00,Twitter for iPhone,2022-09-26 23:57:33+00:00,1574548764005912576,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
anne mountain,acornishhen,1568736670089990147,,,,18,64,2022-09-10 23:03:02+00:00,Twitter for Android,2022-09-26 23:57:33+00:00,1574548762101686272,RT @tropicalupdate: Latest NHC impacts from Hurricane Ian from the 5pm track. New track comes out at 11pm. https://t.co/Hk3pbO7x8H #flwx #I…,0,98
